	NN1	NN2	NN3	UU1	UU2	UU3
SPU_008123	65	56	67	54	37	24
SPU_014970	8	8	6	1	0	6
SPU_001263	139	135	144	154	119	95
SPU_001264	250	233	256	192	152	97
SPU_028083	0	0	0	0	0	0
SPU_002980	0	0	0	0	0	0
SPU_030140	0	0	0	0	0	0
SPU_001262	1616	1502	1720	1566	1214	802
SPU_004528	160	175	171	154	114	73
SPU_004516	2	0	0	1	0	0
SPU_004527	5	1	1	0	2	0
SPU_005908	0	0	0	0	0	0
SPU_001261	867	874	989	868	779	585
SPU_004517	250	263	231	255	172	155
SPU_004526	307	336	302	323	270	242
SPU_001265	318	333	310	334	258	219
SPU_001260	0	0	0	0	0	0
SPU_021797	52	100	75	120	82	54
SPU_004525	290	273	270	265	247	207
SPU_004518	1857	1868	1873	1956	1577	1245
SPU_004524	651	663	695	672	732	567
SPU_021052	0	0	0	0	0	0
SPU_004523	37	28	43	13	11	9
SPU_004519	2422	2499	2592	2411	2090	1675
SPU_004522	377	384	405	461	399	362
SPU_004520	111	92	76	138	75	79
SPU_004521	294	285	284	347	284	192
SPU_017685	0	0	0	1	0	0
SPU_004268	197	230	244	238	218	134
SPU_004266	23	20	21	31	15	15
SPU_015619	0	0	0	0	0	0
SPU_017400	0	0	0	0	0	0
SPU_028712	1	2	1	0	0	0
SPU_012837	0	0	0	0	0	0
SPU_016022	4	3	2	7	1	5
SPU_010153	13	11	11	35	28	17
SPU_004762.b	0	0	0	0	0	0
SPU_004762.a	197	186	224	245	228	171
SPU_014535	33	39	18	25	28	10
SPU_015468	48	54	81	60	52	32
SPU_007686	143	165	163	175	153	138
SPU_005067	0	0	0	0	0	0
SPU_020486	0	0	0	0	0	0
SPU_021964	1	3	3	5	6	5
SPU_005240	18	14	23	6	14	19
SPU_012192	78	62	75	66	50	31
SPU_012191	0	0	0	0	0	0
SPU_000803	0	0	0	1	0	0
SPU_012190	0	0	0	0	0	0
SPU_012738	0	0	0	0	0	0
SPU_006359	0	0	0	0	0	0
SPU_012189	36	30	30	44	21	17
SPU_009682	300	257	274	249	254	154
SPU_009683	155	189	162	205	100	73
SPU_009681	741	744	810	641	519	378
SPU_009684	40	35	70	27	30	18
ENSRNA022746421	0	0	0	0	0	0
ENSRNA022746418	0	0	0	0	0	0
SPU_021810	120	124	107	136	135	103
SPU_022239	648	795	726	611	559	498
SPU_021811	0	0	0	0	0	0
ENSRNA022744508	0	0	0	5	0	0
SPU_020477	0	3	3	1	2	1
SPU_005113	0	0	0	0	2	0
SPU_004114	1536	1099	728	542	1646	729
SPU_004113	106	62	181	134	33	23
SPU_004115.a	0	0	0	0	0	0
SPU_004115.b	645	481	379	410	960	320
SPU_030013	0	0	0	0	0	0
SPU_004117	606	254	163	142	349	111
SPU_024078	5	8	4	0	2	0
SPU_024079	464	347	370	359	288	159
SPU_008737	1	2	5	0	1	0
SPU_024080	184	173	165	158	164	145
SPU_024081	124	110	153	170	150	121
SPU_018269	3	6	3	2	1	2
SPU_027728	19	29	38	15	23	15
SPU_027727	24	47	42	30	33	21
SPU_014892	0	1	0	2	1	3
SPU_022764	1	1	1	0	0	0
SPU_002801	0	0	0	0	0	0
SPU_021268	0	0	4	0	0	0
SPU_020232	0	0	0	0	0	0
SPU_020233	1	2	0	0	5	0
SPU_020234	10	23	6	3	7	4
SPU_020235	3657	4307	4135	2989	2973	2939
SPU_005547	0	0	0	0	0	0
SPU_020229	1	0	0	3	3	4
SPU_020228	0	0	0	0	0	0
SPU_011748	1	0	1	0	0	0
SPU_011749	0	0	0	0	0	0
SPU_011750	0	0	0	0	0	0
SPU_014379	2	3	7	8	2	5
SPU_016243	31	27	50	33	25	15
SPU_014381	37	37	37	40	35	24
SPU_019858	67	88	81	51	43	29
SPU_014380	0	1	1	0	0	0
SPU_030195	0	0	0	0	0	0
SPU_030202	0	0	0	0	0	0
SPU_018183	20	19	10	11	15	11
SPU_002246	741	755	714	679	561	443
SPU_021466	20	14	15	24	19	13
SPU_022245	7	20	23	23	21	11
SPU_030194	0	0	0	0	0	0
SPU_030187	0	0	0	0	0	0
SPU_030201	0	0	0	0	0	0
SPU_020282	554	640	536	806	732	732
SPU_020283	34	59	76	59	49	44
SPU_022904	0	0	0	0	0	0
SPU_022099	10	12	20	8	7	4
SPU_017674	24	8	14	12	5	11
SPU_017673	2	0	0	0	2	0
SPU_002676	0	0	0	0	0	0
SPU_024788	30	42	43	24	28	14
SPU_015330	10	8	5	4	9	3
SPU_017027	0	0	0	3	0	0
SPU_005408	87	82	76	98	63	60
SPU_017672	20	26	23	14	9	4
SPU_030064	0	0	0	0	0	3
SPU_016646	0	0	0	0	0	0
SPU_020358	1	0	0	0	0	0
SPU_004914	1	7	5	11	3	4
SPU_004915	65	79	77	97	87	99
SPU_004913	9	12	12	2	1	4
SPU_018263	1	1	1	0	2	1
SPU_018262	1	0	5	4	2	1
SPU_024941	2	1	0	1	2	0
SPU_013065	4	2	5	4	4	1
SPU_006201	0	0	0	0	0	0
SPU_027845	30	33	28	19	17	9
SPU_005384	1	1	0	0	0	0
SPU_008406	104	82	112	109	135	67
SPU_007228	31	36	31	69	32	33
SPU_007650	0	0	0	0	0	0
SPU_008407	110	94	93	126	96	78
SPU_008405	62	63	63	65	57	45
SPU_016401	27	32	19	38	22	12
SPU_005385	2	1	1	26	12	10
SPU_030011	0	0	0	0	0	0
SPU_030008	0	0	0	0	0	0
SPU_005386	3	3	5	3	2	1
SPU_005387	1	2	0	0	1	0
SPU_010390	0	0	0	1	0	0
SPU_002601	0	0	0	0	0	0
ENSRNA022742940	0	0	0	0	0	0
SPU_011006	0	0	0	0	0	0
SPU_011007	0	0	0	5	2	0
SPU_011008	1	1	0	10	8	6
SPU_011009	8	13	15	8	14	10
SPU_017538	1	1	1	2	1	3
SPU_017537	0	0	0	2	0	0
SPU_017536	1	1	0	0	0	0
SPU_011530	0	0	0	0	0	0
SPU_011529	11	22	13	7	13	6
SPU_015978	3	5	6	3	0	0
SPU_015977	369	403	418	576	477	453
SPU_015975	319	377	385	387	364	322
SPU_015976	105	112	106	104	103	77
SPU_014275	0	0	0	0	0	0
SPU_014274	5	1	1	5	7	2
SPU_018768	284	293	295	246	261	215
SPU_008528	1573	769	715	510	1360	469
SPU_008527	18	28	17	9	10	13
SPU_015753	610	664	594	155	132	97
SPU_015752	3	0	0	1	1	0
ENSRNA022742655	0	0	0	0	0	1
ENSRNA022742653	0	0	0	0	0	0
SPU_010024	152	201	142	135	124	75
SPU_019892	7	1	2	3	2	5
SPU_019893	1	3	0	1	2	2
SPU_017969	8	3	17	12	3	1
SPU_017987	85	93	95	80	61	39
SPU_009371	3	2	1	1	1	0
SPU_021815	17	16	27	27	23	3
SPU_017731	11	21	18	9	3	5
SPU_008079	2	2	5	1	5	7
SPU_012675	45	78	80	91	79	94
SPU_012674	212	216	178	199	197	169
SPU_012676	42	36	41	25	22	20
SPU_021060	34	22	36	16	18	16
SPU_025110	210	172	230	197	170	112
SPU_022227	0	3	2	3	3	1
SPU_013712	66	46	60	45	28	24
SPU_013713	745	718	854	744	624	537
SPU_019234	0	0	1	1	1	0
SPU_018757	38	32	46	31	22	10
SPU_012713	0	0	5	0	0	0
SPU_005392	23	15	33	24	15	10
SPU_025439	9	19	5	13	14	4
SPU_026019	0	0	0	0	0	1
SPU_012808	686	784	851	832	792	790
SPU_007860	0	0	0	0	0	0
SPU_018886	0	0	0	2	1	0
SPU_013701	4	5	13	8	2	1
SPU_019701	27	27	31	20	20	14
SPU_004142	81	74	82	64	82	52
SPU_022704	1	0	3	0	1	2
SPU_004699	0	0	0	0	0	0
SPU_005854	338	404	415	256	179	147
SPU_000281	245	258	306	220	213	112
SPU_000280	141	115	124	85	71	71
SPU_000282	124	123	153	148	94	77
SPU_000283	11	10	11	5	13	5
SPU_007382	0	4	5	4	5	8
SPU_000279	156	165	159	120	101	85
SPU_010549	83	72	101	68	30	25
SPU_018126	1542	1660	1546	1847	1542	1511
SPU_005185	0	0	0	0	0	0
SPU_006290	0	0	0	0	0	0
SPU_006289	0	0	0	0	0	0
SPU_013747	7	9	6	4	8	6
ENSRNA022742861	0	0	0	0	0	0
SPU_012743	79	51	94	90	36	22
SPU_022439	41	30	26	40	39	25
SPU_022440	12	24	14	20	23	26
SPU_007724	19	27	26	13	8	10
SPU_022438	44	41	48	53	59	31
SPU_007722	449	434	522	376	278	141
SPU_009054	2	0	0	1	0	2
SPU_012182	6	5	1	7	4	1
SPU_009053	101	64	55	58	79	42
SPU_001402	78	94	102	94	80	40
SPU_001401	306	299	363	389	337	273
SPU_022766	165	134	142	174	113	77
SPU_000874	7	1	1	2	10	8
SPU_022767	103	106	130	107	71	60
SPU_015434	0	0	1	0	0	0
SPU_010730	9	13	20	6	7	2
SPU_020601	79	74	50	73	60	63
SPU_000120	0	0	1	0	0	0
SPU_026406	43	26	41	34	17	20
SPU_026407	101	169	139	96	123	125
SPU_026410	1227	1358	1361	1370	1137	969
SPU_011541	1	0	0	1	0	0
SPU_011540	1	2	5	0	1	0
SPU_030100	0	0	0	0	0	0
SPU_030105	0	0	0	0	0	0
SPU_011539	5	1	4	2	1	5
SPU_011538	1776	1689	1851	1411	1140	966
SPU_021936	2	0	3	0	0	0
SPU_030104	0	0	0	0	0	0
SPU_027138	0	0	0	0	0	0
SPU_008379	0	0	0	0	0	0
SPU_021012	4	15	14	8	21	15
SPU_009439	253	232	346	263	196	79
SPU_009147	25	36	17	13	21	26
SPU_027716	6	7	2	4	4	8
SPU_020468	0	2	1	1	0	0
SPU_022995	0	0	0	0	0	0
SPU_022996	215	196	238	237	140	88
SPU_022997	5	14	13	4	10	2
SPU_012211	0	0	0	0	0	0
SPU_020955	0	1	0	0	1	0
SPU_000744	0	0	1	0	0	0
SPU_016326	61	49	72	66	56	24
SPU_022846	158	207	163	94	145	98
SPU_025997	2270	2267	2387	2022	1782	1346
SPU_025996	114	133	124	102	118	61
SPU_025998	89	46	72	58	19	22
SPU_019762	0	0	0	0	0	0
SPU_026639	73	103	89	67	83	57
SPU_025166	0	0	1	4	1	0
SPU_027424	11	10	12	8	3	0
SPU_012807	2286	2249	2251	3271	2945	2485
SPU_002256	1298	1331	1349	1349	1113	844
SPU_016970	7	6	7	6	5	5
SPU_016969	117	110	124	84	64	46
SPU_018177	3	1	0	2	0	1
SPU_022977	0	0	0	0	0	0
SPU_013410	3	10	2	2	3	3
SPU_003507	0	0	0	0	0	0
SPU_013411	355	365	356	238	224	150
SPU_008389	1	0	0	2	0	0
ENSRNA022742601	0	0	0	0	0	0
SPU_009934	2	2	2	2	3	0
SPU_022394	0	0	0	0	2	1
ENSRNA022744227	0	0	0	0	0	0
ENSRNA022744230	3	0	0	2	3	3
SPU_022211	2	0	0	0	0	0
SPU_016698	0	0	0	0	0	0
SPU_028132	1	0	0	0	0	0
SPU_014738	87	54	119	37	16	7
SPU_014740	1	0	7	1	1	1
SPU_026253	6	2	4	8	1	0
SPU_026254	2	1	0	0	0	0
SPU_016699	230	224	211	224	229	184
SPU_016697	7	12	14	21	12	17
SPU_007546	5	5	9	13	21	13
SPU_028050	2	0	0	0	3	0
SPU_006409	7	5	8	3	10	10
SPU_007243	158	157	184	136	87	80
SPU_005065	0	0	0	0	0	1
SPU_026233	1	4	2	0	0	0
SPU_003303	0	0	1	1	2	0
SPU_007381	0	1	0	1	0	0
SPU_017717	36	27	35	29	26	22
SPU_012044	75	72	93	105	74	54
SPU_012043	41	35	38	52	23	19
SPU_024558	38	36	42	14	9	10
SPU_027992	23	19	22	17	7	7
SPU_013530	0	0	0	0	0	0
SPU_013532	0	0	0	0	0	0
SPU_013531	0	0	0	0	0	0
SPU_013533	0	0	0	0	0	0
SPU_019288	5	8	7	3	0	2
SPU_001036	2	3	2	1	0	0
SPU_004944	87	84	87	77	56	35
SPU_004943	153	172	146	149	107	59
SPU_004945	156	131	181	77	74	38
SPU_004946	1	2	1	1	5	3
SPU_013441	51	33	46	58	41	17
SPU_013440	46	65	40	93	49	42
SPU_027383	9	8	7	12	6	3
SPU_013439	575	553	628	564	427	371
SPU_026928	738	711	712	674	684	558
SPU_026927	0	5	5	2	2	0
SPU_026929	0	0	0	0	0	0
SPU_021390	5	1	1	6	3	5
SPU_012305	52	62	84	45	25	24
SPU_012306	5	9	8	8	1	10
SPU_002435	681	772	772	673	530	508
SPU_002436	3	4	1	0	0	1
SPU_008388	87	68	81	85	73	45
SPU_028680	1	5	19	3	4	0
SPU_003640	2	0	5	1	0	0
SPU_000993	0	0	0	0	0	0
SPU_016245	35	21	34	31	28	16
SPU_016175	27	23	37	32	12	10
SPU_016753	0	0	0	0	0	0
SPU_016752	0	0	0	0	0	0
SPU_009315	5	5	4	5	6	0
SPU_002321	0	1	1	0	0	0
SPU_021024	372	298	396	348	265	186
SPU_021190	8	9	7	9	1	3
SPU_021023	0	0	0	0	0	0
SPU_007177	0	0	0	0	0	0
SPU_016713	540	544	684	433	238	150
SPU_003082	4	3	8	1	1	2
SPU_007498	40	39	78	26	11	7
SPU_016240	72	51	91	53	38	19
SPU_003248	138	95	136	133	106	62
SPU_003250	124	124	100	77	71	71
SPU_003249	724	616	697	720	549	495
SPU_021799	26	28	28	33	49	23
SPU_012970	34	32	39	37	35	23
SPU_016372	79	70	102	84	58	16
SPU_016371	3	1	0	0	5	0
SPU_010708	34	7	69	1	1	0
SPU_000021	3	2	4	2	1	10
SPU_022165	0	0	2	4	0	0
SPU_011630	0	0	0	0	0	0
SPU_017871	54	45	65	67	48	23
SPU_020831	8	4	17	14	12	11
SPU_022169	6	7	7	14	6	1
SPU_016808	56	78	56	162	185	133
SPU_016807	408	434	426	461	305	269
SPU_019987	10	6	5	7	6	6
SPU_000048	2214	2249	2795	2467	2185	1788
SPU_000049	151	157	170	151	121	105
SPU_000047	41	35	35	10	21	16
ENSRNA022744003	0	0	0	0	0	0
ENSRNA022744011	0	0	0	0	0	0
ENSRNA022744007	0	0	0	0	0	0
ENSRNA022744015	0	0	0	0	0	0
SPU_000046	237	274	313	284	235	190
SPU_000050	0	2	1	6	0	0
SPU_000051	0	0	0	0	0	0
SPU_022000	0	0	0	0	0	0
SPU_001409	0	0	0	0	0	0
SPU_019622	151	162	223	170	106	69
SPU_004474	38	58	40	40	23	42
SPU_004110	434	340	519	420	301	183
SPU_001530	161	109	121	113	89	69
SPU_006660	3	3	2	10	4	2
SPU_019049	0	3	0	0	0	1
SPU_024434	0	0	0	0	0	0
SPU_024858	0	0	0	0	0	0
SPU_001372	0	0	0	0	0	0
SPU_004987	0	0	0	0	0	0
SPU_007506	0	0	0	0	0	0
SPU_009047	3	1	2	0	1	0
ENSRNA022745184	0	0	0	0	0	0
SPU_014539	86	108	87	80	56	34
SPU_009048	750	778	726	668	703	600
SPU_009049	4	3	2	4	3	2
SPU_012227	0	0	0	0	0	0
SPU_007038	0	0	0	0	0	0
SPU_025477	1	1	2	1	0	5
SPU_002564	0	4	2	0	1	0
SPU_019746	0	0	0	0	0	0
SPU_019747	0	0	0	0	0	0
SPU_014783	9	21	11	5	5	5
SPU_011721	27	14	19	17	13	5
SPU_027194	0	0	0	0	0	0
SPU_004509	2	1	0	0	0	0
SPU_004508	0	0	0	0	0	0
SPU_019092	36	46	41	63	65	48
SPU_019091	13	5	6	2	1	4
SPU_017059	55	54	44	40	17	37
SPU_017057	1	3	0	1	0	0
SPU_008509	2	0	1	9	3	0
SPU_005716	0	0	0	0	0	0
SPU_008510	0	0	0	0	0	0
SPU_005715	5	13	18	1	0	1
SPU_005714	2100	1991	2153	2573	2472	2352
SPU_014665	25	5	11	10	8	9
SPU_000326	20	34	31	25	28	11
SPU_016692	37	38	39	39	27	27
SPU_016693	1	1	0	0	1	2
SPU_025462	3	1	8	2	5	0
SPU_017981	33	34	32	27	45	20
SPU_024436	7307	7435	7889	6396	5168	4088
SPU_024437	135	148	126	57	33	32
SPU_007383	0	0	0	1	0	1
SPU_022137	0	0	2	0	0	0
SPU_022138	1	0	0	0	0	0
SPU_018924	1051	1061	1363	1116	888	764
SPU_027165	0	2	0	0	0	0
SPU_018923	3	0	4	1	2	3
SPU_008240	1	0	0	0	1	1
SPU_008239	28	32	36	40	61	42
SPU_008238	255	260	235	197	207	159
SPU_004980	52	58	82	46	25	27
SPU_017018	402	391	414	304	298	309
SPU_019555	1431	1436	1471	2230	1926	1688
SPU_019557	10408	10715	11051	9816	8794	6367
SPU_019556	553	464	690	565	432	261
SPU_020624	126	108	140	105	81	52
SPU_020625	970	962	1087	947	852	607
SPU_016975	0	0	0	0	0	0
SPU_021961	225	189	223	189	129	84
SPU_008523	1091	1308	1151	1160	1025	829
SPU_008524	0	0	0	0	1	0
SPU_008522	16	15	12	4	9	4
SPU_014389	0	0	0	0	0	0
SPU_023749	0	0	0	0	0	0
SPU_017822	0	0	0	0	0	0
SPU_017823	0	0	0	0	0	0
SPU_000407	0	0	0	0	0	0
SPU_015582	0	0	0	0	0	0
SPU_015583	0	0	0	0	0	0
SPU_015584	0	0	0	0	0	0
SPU_007968	0	0	0	0	0	0
SPU_003870	0	0	0	0	0	0
SPU_023491	0	0	0	0	0	0
SPU_030110	0	0	0	0	0	0
SPU_009459	0	0	0	0	0	0
SPU_003871	92	63	88	116	68	104
SPU_013974	46	45	59	34	47	21
SPU_004668	0	0	0	0	0	2
SPU_006568	41	26	34	42	24	19
SPU_006570	5398	5312	5227	5692	5527	5512
SPU_006569	1680	1175	1150	798	838	801
SPU_012012	5	14	8	3	3	4
SPU_012013	2	1	4	0	0	0
SPU_012014	36	52	32	37	26	21
SPU_004916	28	33	16	17	14	12
SPU_004912	96	106	85	81	84	46
SPU_002231	0	0	0	0	0	0
SPU_004098	0	0	0	0	0	0
SPU_017238	0	3	2	1	3	1
SPU_002065	52	55	55	43	33	29
SPU_025957	45	33	35	31	22	12
SPU_025955	41	43	39	39	24	11
SPU_025956	33	36	37	30	32	22
SPU_002488	10	13	9	14	12	4
SPU_017612	40	30	77	40	45	28
SPU_006944	468	374	400	376	376	336
SPU_005924	301	289	317	294	242	212
SPU_005507	162	154	129	137	104	107
SPU_005508	490	488	473	429	448	367
SPU_011175	90	82	94	93	52	40
SPU_011168	0	0	0	0	0	0
SPU_011169	3	2	8	0	1	0
SPU_011170	0	1	0	2	0	0
SPU_011171	9	8	8	1	3	2
ENSRNA022746383	0	0	2	0	2	0
ENSRNA022746381	0	0	0	0	0	0
ENSRNA022746385	0	0	0	0	0	0
ENSRNA022746387	0	0	0	0	0	0
SPU_011172	5	15	14	10	7	7
SPU_011173	245	246	282	267	253	210
SPU_011174	2743	2632	3079	2704	2429	2118
SPU_000285	270	194	277	181	183	98
SPU_009546	961	1069	1013	967	897	822
SPU_009547	185	199	204	288	239	223
SPU_009545	236	222	241	298	269	265
SPU_000287	682	693	691	1118	920	810
SPU_025197	0	0	0	0	0	0
SPU_006630	0	0	0	0	0	0
SPU_010021	0	0	0	0	1	0
SPU_009886	1	0	1	5	2	1
SPU_000290	0	2	2	2	5	8
SPU_009885	1069	1241	1266	906	896	1041
SPU_009866	176	167	216	233	202	219
SPU_009884	618	737	675	767	709	645
SPU_009883	449	456	506	463	364	302
SPU_017710	0	0	0	0	0	0
SPU_009867	158	155	215	225	195	159
SPU_009882	165	142	186	149	109	94
SPU_009881	11	13	17	19	7	5
SPU_008433	55	52	69	65	46	25
SPU_005695	13	30	35	27	18	14
SPU_005696	0	0	0	0	0	0
SPU_005694	4	10	3	3	5	5
SPU_024783	108	105	92	149	99	89
SPU_009868	142	134	168	127	96	81
SPU_009880	325	373	324	359	321	157
SPU_009869	762	734	683	754	619	506
ENSRNA022746391	1	0	0	1	0	3
SPU_009879	27	23	26	25	17	16
ENSRNA022746388	0	0	0	0	0	0
ENSRNA022746390	0	0	0	0	0	0
SPU_009870	19	15	33	24	23	16
SPU_009878	602	626	655	674	530	567
SPU_009871	36	40	36	33	18	13
SPU_000126	22	18	13	18	23	17
SPU_009877	123	105	146	111	74	65
SPU_018907	90	87	80	87	69	60
SPU_018906	168	137	176	202	145	104
SPU_009872	2848	2658	2861	2551	2057	1601
SPU_009876	464	497	554	489	401	296
SPU_009875	26	46	15	21	40	22
SPU_009874	0	0	0	0	0	0
SPU_030135	0	0	0	0	0	0
SPU_026275	1	0	0	0	0	0
SPU_016851	0	0	1	0	4	0
SPU_007923	111	114	135	138	115	119
SPU_007921	0	0	0	0	0	1
SPU_007925	0	1	0	1	0	0
SPU_007926	10	4	9	5	6	3
SPU_007924	0	0	0	1	0	0
SPU_003738	3	2	3	4	0	1
SPU_003740	1929	2023	2117	2212	2044	1623
SPU_003739	0	0	0	0	0	0
SPU_026111	563	467	553	568	448	282
SPU_000735	91	84	116	103	70	25
SPU_014128	15	12	9	24	12	6
SPU_010753	0	0	0	0	0	0
SPU_018239	2	0	0	0	0	1
SPU_020178	0	0	0	0	0	0
SPU_017525	0	0	0	0	0	0
SPU_011350	0	4	2	0	3	1
SPU_011349	4	4	5	0	6	3
SPU_011348	764	733	737	843	690	546
SPU_022318	0	0	0	0	0	0
SPU_027228	0	0	0	0	0	0
SPU_018993	2	0	0	0	3	0
SPU_000419	2	0	0	2	0	0
SPU_000420	0	0	2	0	0	0
SPU_025811	3	0	0	3	2	0
SPU_025808	121	104	150	106	119	71
SPU_016591	11	25	25	22	19	12
SPU_009345	8	6	7	3	8	7
SPU_026339	4	1	0	1	0	0
SPU_001708	306	369	339	313	245	179
SPU_010494	82	60	84	57	37	26
SPU_012324	107	86	116	73	65	55
SPU_025090	28	27	15	25	20	11
SPU_027687	0	1	0	0	0	0
SPU_011232	2	4	2	2	0	5
SPU_022847	52	85	89	90	69	48
SPU_014130	76	72	89	107	70	66
SPU_024633	165	178	190	219	160	163
SPU_021743	24	22	23	32	19	16
SPU_027688	0	0	0	0	0	0
SPU_002603	1310	1367	1374	1135	951	737
SPU_000331	0	0	0	0	0	0
SPU_018293	3	0	2	2	0	0
SPU_003245	268	234	254	229	176	128
SPU_004187	148	141	175	145	77	52
SPU_017266	1	1	4	3	1	5
SPU_008120	529	631	671	587	450	380
SPU_001374	12	15	16	24	6	2
SPU_008116	138	156	162	151	143	160
SPU_008114	345	332	317	307	379	186
SPU_008115	579	611	587	504	364	224
SPU_019304	351	427	445	368	312	166
SPU_019305	4	2	7	10	12	10
SPU_016369	238	289	313	294	226	168
SPU_016370	284	361	323	361	279	284
SPU_000081	2	6	4	6	4	2
SPU_000073	101	78	88	55	49	23
SPU_000080	155	213	196	241	219	263
SPU_000074	281	271	310	217	199	125
SPU_000079	0	0	1	0	2	2
SPU_000078	1	0	1	0	0	1
SPU_000077	2226	2326	2410	2200	1888	1931
SPU_000075	1128	1079	1125	1344	1387	1287
SPU_000076	321	411	351	405	376	324
SPU_006561	62	93	93	68	82	55
SPU_010589	0	0	0	0	0	0
SPU_018918	0	0	0	2	3	1
SPU_018919	3	0	0	0	1	2
SPU_018920	0	0	0	0	0	0
SPU_022278	4	7	1	3	2	2
SPU_021547	68	88	80	81	102	54
SPU_014215	5	11	19	18	10	8
SPU_025557	65	64	77	73	33	19
SPU_011908	1043	1007	1178	1224	1100	1047
SPU_025558	23	21	33	13	22	6
SPU_025559	148	143	203	135	96	45
SPU_000142	1536	1507	1695	1421	1132	644
SPU_012707	0	0	3	1	1	0
SPU_000146	451	466	579	376	317	255
SPU_000143	1	0	0	0	0	0
SPU_004337	700	790	744	945	856	806
ENSRNA022744074	0	0	0	0	0	0
SPU_000144	305	230	284	273	200	179
ENSRNA022744067	0	0	0	0	0	0
SPU_004338	2	1	3	12	9	3
SPU_012006	66	63	88	71	46	24
SPU_030138	37	38	50	47	28	14
SPU_028066	0	0	0	0	0	0
SPU_016079	1068	1088	1052	1085	912	710
SPU_027254	76	77	96	60	63	40
SPU_026802	0	0	0	0	0	0
SPU_026801	3	6	1	2	2	1
SPU_019889	0	0	0	0	0	0
SPU_026800	5	7	2	0	0	2
SPU_008263	0	0	0	0	0	0
SPU_006402	0	0	0	0	0	0
SPU_006401	195	185	201	167	157	115
SPU_008265	144	121	129	157	111	77
SPU_006400	251	267	229	155	165	121
SPU_018428	236	208	240	234	193	140
SPU_019033	399	387	390	435	398	338
SPU_000405	721	725	753	1122	985	1054
SPU_005820	0	0	0	0	0	0
SPU_003617	1	2	1	0	0	0
SPU_017088	8	11	10	8	4	6
SPU_008332	93	140	106	86	59	57
SPU_008331	322	305	341	297	212	190
SPU_008330	57	53	85	55	58	16
SPU_008329	413	370	374	313	235	143
SPU_005370	62	54	68	48	31	13
SPU_013492	28	17	19	18	21	6
SPU_018978	361	452	416	537	454	428
SPU_025988	22	13	23	31	34	13
SPU_015171	273	291	263	326	358	365
SPU_025987	0	0	0	0	0	0
SPU_028779	103	89	89	85	85	56
SPU_028778	87	84	103	117	76	42
SPU_003697	469	491	498	407	355	309
SPU_003696	916	945	986	802	710	560
ENSRNA022745472	3	2	1	1	5	1
ENSRNA022745479	0	1	1	0	1	3
ENSRNA022745476	0	0	3	0	1	0
SPU_023410	1	1	2	4	2	0
SPU_001888	46	65	55	18	27	9
SPU_001887	0	0	0	0	0	0
SPU_001886	156	139	152	126	102	67
SPU_007122	21	24	27	18	19	16
SPU_003531	388	403	431	323	271	171
SPU_013767	2	7	10	5	5	5
SPU_017117	280	234	304	274	205	178
SPU_021666	321	345	394	315	187	155
SPU_028475	8	15	13	16	21	12
SPU_023441	8	19	18	14	14	21
SPU_014287	1	0	4	0	0	0
SPU_017004	10	14	29	16	26	6
SPU_021705	33	29	30	10	16	17
SPU_013288	0	1	0	0	0	0
SPU_010672	1	0	0	2	7	3
SPU_013289	0	1	0	0	0	0
SPU_006648	0	0	0	0	0	0
SPU_006649	0	0	0	0	0	1
ENSRNA022745380	0	0	0	0	0	0
ENSRNA022745383	0	0	0	0	0	0
ENSRNA022745387	0	0	0	0	0	0
ENSRNA022745392	0	0	0	0	0	0
ENSRNA022745390	0	0	0	0	0	0
SPU_025236	0	0	0	0	0	0
SPU_025235	6586	6564	6158	8499	7171	5887
SPU_025234	37	36	52	35	41	26
SPU_000180	0	0	0	0	0	0
SPU_003728	49	31	45	30	22	15
SPU_004042	225	186	253	209	203	149
SPU_026537	52	48	66	51	38	29
SPU_022329	5	5	8	4	2	5
SPU_014580	815	854	834	975	872	839
SPU_014579	2465	2354	2472	2638	2493	2049
SPU_009090	3	4	3	2	5	3
SPU_009089	14	13	11	18	17	7
SPU_028611	0	0	0	0	0	0
SPU_027212	0	0	0	2	0	2
SPU_027216	623	685	791	690	611	533
SPU_018900	0	0	0	0	0	0
SPU_027213	5	1	0	5	5	0
SPU_004359	5	0	6	0	3	0
SPU_027215	306	286	219	296	274	201
SPU_027214	4	4	10	2	5	7
SPU_015913	0	0	0	0	0	0
SPU_015914	0	1	4	2	5	1
SPU_009962	41	38	37	25	37	27
SPU_011722	147	129	146	162	128	58
SPU_011723	67	72	80	41	26	14
SPU_026521	279	363	360	256	228	166
SPU_006366	0	1	0	0	0	0
SPU_006365	304	322	292	313	263	217
SPU_006367	129	132	150	130	132	130
SPU_005966	0	0	0	0	0	0
SPU_017941	263	221	343	252	204	95
SPU_011724	929	949	875	908	847	713
SPU_026522	1191	1237	1243	927	927	806
SPU_026523	25	26	19	33	55	18
SPU_021250	25	18	14	18	9	18
SPU_018437	84	97	96	112	134	107
SPU_008029	12	8	17	10	13	17
SPU_025886	663	662	638	859	886	741
SPU_013088	25	33	28	28	22	15
SPU_013084	0	2	0	4	1	1
SPU_013087	1190	1223	1204	1490	1142	1074
SPU_013086	399	365	421	334	275	242
SPU_003874	90	70	112	47	26	22
SPU_010593	121	141	139	68	50	36
SPU_021141	0	0	0	0	1	0
SPU_012466	72	79	70	68	57	64
SPU_012480	0	2	5	1	1	0
SPU_012479	209	251	220	416	379	369
