,Control_1,Hot_1,Control_2,Hot_2
isogroup262711,539,3412,869,3978
isogroup262714,18,140,40,130
isogroup262717,143,852,196,1085
isogroup262718,1613,10569,2345,10434
isogroup262719,420,2799,498,2668
isogroup262720,118,611,169,725
isogroup262721,234,1096,316,1265
isogroup262723,163,0,203,0
isogroup262724,60,264,23,180
isogroup262725,473,2509,700,3024
isogroup262726,94,308,23,209
isogroup262727,623,5290,867,4261
isogroup262730,165,806,281,950
isogroup262732,278,884,349,1034
isogroup262733,447,2698,495,2679
isogroup262734,623,4616,723,4757
isogroup262735,384,1954,796,2459
isogroup262736,370,1773,684,2308
isogroup262737,1577,4498,2073,4086
isogroup262738,7312,35335,15925,38869
isogroup262739,571,2490,550,2585
isogroup262742,173,797,137,610
isogroup262743,29,164,54,199
isogroup262744,77,359,117,462
isogroup262746,33,84,53,130
isogroup262747,249,1596,351,1840
isogroup262748,159,1243,192,1081
isogroup262749,442,2831,420,2858
isogroup262750,119,430,153,620
isogroup262752,75,627,81,627
isogroup262756,555,6598,448,6358
isogroup262757,246,1332,253,1126
isogroup262758,259,1504,249,1279
isogroup262759,142,1501,244,1328
isogroup262760,229,698,161,454
isogroup262762,367,1802,431,1845
isogroup262766,75,428,68,372
isogroup262767,269,1522,409,1879
isogroup262768,82,589,125,768
isogroup262770,486,2813,572,2763
isogroup262773,130,646,158,595
isogroup262774,607,1782,1029,2107
isogroup262780,1087,5972,1679,7312
isogroup262783,36,434,61,335
isogroup262784,959,5399,1292,5088
isogroup262786,13,129,29,130
isogroup262788,0,6,3,12
isogroup262790,109,772,132,713
isogroup262795,1742,12498,2843,13806
isogroup262796,150,2895,153,2599
isogroup262798,18,115,25,175
isogroup262800,377,1930,420,1723
isogroup262802,194,1094,181,957
isogroup262803,821,4192,805,5769
isogroup262804,130,854,217,915
isogroup262805,41,428,109,295
isogroup262808,71,1322,108,1336
isogroup262811,1154,5977,1483,6900
isogroup262813,415,2087,446,2341
isogroup262814,107,448,124,527
isogroup262815,158,606,208,973
isogroup262816,1197,8139,1541,9092
isogroup262818,547,3829,839,3896
isogroup262819,332,982,321,1014
isogroup262821,1000,5887,575,4266
isogroup262823,148,935,217,1109
isogroup262824,256,1323,208,1117
isogroup262826,471,1877,256,1029
isogroup262827,16,187,31,183
isogroup262828,367,2588,464,2801
isogroup262830,48,320,88,396
isogroup262831,125,634,133,746
isogroup262832,93,484,147,498
isogroup262833,119,801,203,818
isogroup262836,345,2296,409,2383
isogroup262837,51,326,59,437
isogroup262838,18,249,33,187
isogroup262839,562,2715,641,2738
isogroup262840,118,693,154,916
isogroup262842,607,3833,1007,4879
isogroup262847,435,2475,542,2750
isogroup262850,800,3793,1098,4469
isogroup262854,329,970,424,1123
isogroup262855,955,5814,1405,5637
isogroup262856,35,202,31,160
isogroup262858,546,3960,768,3979
isogroup262860,103,497,104,617
isogroup262862,449,2061,600,2477
isogroup262863,221,943,373,1492
isogroup262864,91,2,61,0
isogroup262868,498,1757,1090,2845
isogroup262869,9,48,8,48
isogroup262871,536,3483,736,3944
isogroup262873,304,1153,386,1099
isogroup262874,210,582,238,945
isogroup262876,99,867,85,557
isogroup262882,825,4678,898,4059
isogroup262883,606,5499,487,4523
isogroup262884,674,3181,838,3559
isogroup262885,864,4549,1244,5220
isogroup262886,279,2016,251,1699
isogroup262887,171,817,209,1068
isogroup262888,60,476,157,796
isogroup262889,8,39,2,41
isogroup262890,326,2671,300,1919
isogroup262891,116,510,143,342
isogroup262894,17,104,20,113
isogroup262895,568,3249,738,2631
isogroup262896,697,3905,818,4101
isogroup262899,25,171,36,135
isogroup262901,468,3128,509,3345
isogroup262906,279,1658,196,1575
isogroup262912,1153,12803,1559,7382
isogroup262913,78,406,76,371
isogroup262914,129,1131,153,620
isogroup262917,41,206,54,199
isogroup262920,317,1455,390,1655
isogroup262921,72,476,61,468
isogroup262924,692,4711,928,4160
isogroup262925,601,3442,772,3619
isogroup262926,42,424,82,391
isogroup262929,84,618,119,682
isogroup262931,49,630,21,283
isogroup262932,29,261,41,346
isogroup262933,1418,3137,640,2257
isogroup262934,687,3518,600,3195
isogroup262935,468,3230,749,3931
isogroup262936,115,624,135,466
isogroup262937,136,681,84,486
isogroup262938,2570,12240,2894,10061
isogroup262939,201,1190,192,1173
isogroup262940,427,2073,625,2523
isogroup262942,250,1817,281,1961
isogroup262946,600,3904,940,4822
isogroup262950,109,300,32,253
isogroup262951,533,2258,656,1861
isogroup262953,252,1389,396,1470
isogroup262954,1476,8048,1878,9157
isogroup262956,268,1316,396,1669
isogroup262957,2257,11944,1117,8176
isogroup262959,596,3782,1021,4672
isogroup262961,14,105,21,176
isogroup262964,230,1083,332,1192
isogroup262965,121,595,142,675
isogroup262966,159,1440,125,945
isogroup262970,158,742,250,1169
isogroup262974,121,984,219,1109
isogroup262975,15,66,34,112
isogroup262978,19,101,14,87
isogroup262980,68,281,68,723
isogroup262981,135,771,211,952
isogroup262985,310,2761,346,2246
isogroup262986,200,708,294,975
isogroup262987,56,830,46,385
isogroup262989,46,223,86,218
isogroup262992,34,403,85,531
isogroup262996,654,4467,822,5016
isogroup262998,2292,11477,3636,14025
isogroup262999,534,4254,812,4093
isogroup263000,312,905,322,991
isogroup263001,538,3361,660,3178
isogroup263002,34,858,30,1225
isogroup263003,149,647,237,1076
isogroup263005,134,788,134,780
isogroup263006,521,2806,749,3232
isogroup263007,211,1741,327,1520
isogroup263008,149,752,155,626
isogroup263010,120,809,185,865
isogroup263013,553,1504,521,2030
isogroup263016,556,3678,563,3861
isogroup263019,265,1268,300,1333
isogroup263021,1045,6752,999,5721
isogroup263024,125,689,40,141
isogroup263025,186,1055,416,1731
isogroup263026,323,2365,310,2149
isogroup263029,389,2024,534,2137
isogroup263031,1815,2871,2019,4249
isogroup263032,328,1403,288,1467
isogroup263033,299,1128,466,1817
isogroup263035,172,1052,248,1116
isogroup263036,1237,5754,1798,6947
isogroup263038,455,2375,500,2519
isogroup263039,1053,2534,1307,2648
isogroup263042,177,1034,209,1070
isogroup263043,200,654,196,794
isogroup263044,722,5021,574,4221
isogroup263045,1122,5800,1670,5751
isogroup263046,1117,7738,1530,7863
isogroup263048,307,1341,265,1522
isogroup263049,89,576,120,707
isogroup263050,165,981,323,1440
isogroup263051,488,3496,645,3706
isogroup263052,226,790,248,934
isogroup263053,164,706,140,952
isogroup263055,164,687,201,642
isogroup263057,1929,8304,2547,10285
isogroup263059,141,795,133,518
isogroup263060,262,1114,301,1422
isogroup263061,597,3188,721,3803
isogroup263064,547,3399,891,3983
isogroup263065,89,561,114,1133
isogroup263067,649,3392,1066,4554
isogroup263068,987,5620,1250,6849
isogroup263069,50,254,73,337
isogroup263070,1223,7969,1349,7373
isogroup263071,598,2697,904,2612
isogroup263073,118,914,124,1154
isogroup263076,151,1040,106,786
isogroup263078,6921,35097,6688,33789
isogroup263080,495,4321,663,4331
isogroup263081,49,333,43,187
isogroup263083,153,744,78,587
isogroup263084,893,2908,871,3012
isogroup263085,52,378,36,240
isogroup263087,166,857,334,1408
isogroup263088,64,321,87,464
isogroup263089,212,1826,333,1829
isogroup263094,11,298,40,125
isogroup263097,311,1820,526,2175
isogroup263100,42,201,30,357
isogroup263101,8439,37106,13396,45300
isogroup263102,249,1564,371,1503
isogroup263103,88,366,112,399
isogroup263108,24,163,52,245
isogroup263109,195,5251,271,4688
isogroup263110,54,273,63,295
isogroup263111,90,742,89,802
isogroup263112,145,617,231,765
isogroup263113,2896,34234,4662,42172
isogroup263122,727,2368,905,2705
isogroup263123,265,1725,421,2149
isogroup263126,22,53,19,61
isogroup263127,209,1009,342,979
isogroup263128,21,126,35,146
isogroup263129,109,192,134,403
isogroup263130,257,345,283,284
isogroup263132,73,354,104,453
isogroup263134,152,927,266,1027
isogroup263137,319,2493,490,2752
isogroup263138,4987,33256,4486,20577
isogroup263140,789,5157,589,2939
isogroup263141,383,1623,597,1971
isogroup263142,416,1864,378,1841
isogroup263143,2909,16463,3434,14686
isogroup263145,138,717,216,807
isogroup263146,175,609,199,736
isogroup263148,121,593,142,551
isogroup263149,250,1870,320,1822
isogroup263150,252,1146,305,1066
isogroup263151,120,560,185,780
isogroup263152,432,2393,526,2194
isogroup263153,217,660,237,885
isogroup263159,326,1549,364,1336
isogroup263160,292,1352,389,1347
isogroup263162,535,3495,1046,5722
isogroup263163,1217,4158,1370,5814
isogroup263164,19,208,36,195
isogroup263165,287,1837,277,1814
isogroup263166,163,889,193,941
isogroup263167,440,1390,673,2430
isogroup263168,1957,7496,1778,11338
isogroup263174,754,5650,1054,5847
isogroup263175,58,415,61,299
isogroup263176,555,3347,646,3721
isogroup263180,266,1562,305,1394
isogroup263181,223,2051,367,1919
isogroup263183,140,205,484,906
isogroup263185,131,704,243,861
isogroup263186,11,104,4,63
isogroup263188,29,455,74,279
isogroup263190,119,719,115,807
isogroup263191,158,966,236,1121
isogroup263192,10597,60698,14551,76439
isogroup263194,55,199,88,311
isogroup263195,1867,6619,1120,5645
isogroup263196,88,444,157,552
isogroup263199,1097,8298,1529,8841
isogroup263200,153,869,204,1168
isogroup263203,131,810,72,479
isogroup263205,603,2787,809,2646
isogroup263206,78,1054,140,915
isogroup263207,332,1636,545,1833
isogroup263209,326,3082,487,2835
isogroup263210,127,652,154,681
isogroup263212,47,210,82,275
isogroup263213,612,3862,687,3719
isogroup263215,1318,5156,1529,6168
isogroup263218,46,653,57,1109
isogroup263223,3,59,16,55
isogroup263227,393,1754,508,2685
isogroup263228,405,2122,424,2178
isogroup263229,61,626,32,411
isogroup263230,28,224,22,188
isogroup263232,120,795,59,822
isogroup263234,381,2269,576,2521
isogroup263242,323,1103,312,1274
isogroup263246,1534,9738,2016,10287
isogroup263247,593,3221,690,3534
isogroup263251,54,256,157,525
isogroup263253,26,126,16,93
isogroup263254,273,1497,395,1554
isogroup263255,821,4832,1342,5215
isogroup263256,83,337,103,190
isogroup263257,463,2462,611,3276
isogroup263258,406,2350,649,2703
isogroup263259,584,3003,801,3711
isogroup263260,924,5130,907,5890
isogroup263261,531,3030,752,3825
isogroup263263,608,2691,842,3107
isogroup263267,126,770,139,689
isogroup263268,312,1269,300,1363
isogroup263270,343,1940,507,1861
isogroup263271,712,3287,910,3660
isogroup263272,442,2111,280,2506
isogroup263274,3566,88,3041,13
isogroup263275,99,396,136,704
isogroup263276,72,378,108,438
isogroup263278,93,494,161,758
isogroup263279,18,339,20,210
isogroup263284,90,631,88,475
isogroup263285,2780,17680,3809,19948
isogroup263287,59,384,109,381
isogroup263290,190,1893,325,2387
isogroup263294,880,5490,1342,6668
isogroup263300,1110,5860,2006,7236
isogroup263302,37,110,73,222
isogroup263303,115,587,196,728
isogroup263306,581,3290,913,3757
isogroup263309,36604,70639,41874,112087
isogroup263310,1511,11243,1890,12414
isogroup263311,193,721,586,1202
isogroup263312,657,2847,869,3398
isogroup263313,560,2243,546,2148
isogroup263315,433,2628,528,2996
isogroup263316,97,499,82,512
isogroup263317,17,139,56,195
isogroup263318,196,1272,303,1494
isogroup263320,145,599,174,557
isogroup263321,1278,7539,1775,8248
isogroup263322,458,2806,443,2622
isogroup263324,90,815,140,1010
isogroup263325,330,1967,485,2135
isogroup263331,727,3881,878,3830
isogroup263332,170,721,102,894
isogroup263334,110,469,166,586
isogroup263336,502,2868,725,3035
isogroup263345,1601,9250,2441,10809
isogroup263346,89,466,101,464
isogroup263349,119,464,130,674
isogroup263350,36,174,57,230
isogroup263351,26,754,53,699
isogroup263352,620,4047,787,3609
isogroup263353,188,857,246,1076
isogroup263354,400,1261,146,406
isogroup263355,3304,16585,4745,19407
isogroup263356,32,208,20,253
isogroup263359,516,2760,1110,3887
isogroup263360,198,2691,362,2549
isogroup263361,294,1817,266,888
isogroup263363,423,5056,525,1983
isogroup263365,173,1243,228,865
isogroup263366,302,1391,350,1487
isogroup263370,476,1888,750,2411
isogroup263371,830,4925,784,4479
isogroup263373,187,1227,223,958
isogroup263374,298,1511,482,1929
isogroup263375,429,3175,526,3287
isogroup263376,602,3174,636,2707
isogroup263378,353,1965,353,2078
isogroup263381,175,1057,78,704
isogroup263382,288,1409,254,803
isogroup263385,217,974,286,1082
isogroup263389,5241,24277,6812,26199
isogroup263390,195,2,184,4
isogroup263391,62,349,128,711
isogroup263392,59,520,52,297
isogroup263394,208,1064,189,860
isogroup263395,145,680,133,732
isogroup263396,79,637,100,687
isogroup263397,124,599,128,558
isogroup263399,338,1528,363,1584
isogroup263400,233,1415,315,1408
isogroup263401,217,736,235,989
isogroup263402,2408,10834,3772,13533
isogroup263405,401,2327,519,2377
isogroup263408,427,2728,553,3217
isogroup26341,39,1,30,0
isogroup263412,108,581,79,563
isogroup263413,1660,5782,2332,8743
isogroup263414,104,473,132,542
isogroup263415,72,278,89,278
isogroup263416,69,446,144,647
isogroup263417,607,1020,243,1370
isogroup263418,58,304,187,587
isogroup263419,102,717,89,654
isogroup263422,94,490,84,200
isogroup263425,948,7335,1492,8936
isogroup263426,1070,6042,1417,6746
isogroup263427,246,1096,228,1428
isogroup263428,85,302,38,183
isogroup263429,248,1117,315,1124
isogroup263430,380,1693,265,1073
isogroup263431,54,407,108,406
isogroup263433,346,775,213,561
isogroup263434,467,3290,784,3826
isogroup263435,19,117,21,99
isogroup263437,388,2502,441,2549
isogroup263443,499,2092,354,1988
isogroup263444,2443,14831,3011,18159
isogroup263445,124,417,121,425
isogroup263446,543,3303,598,3335
isogroup263448,191,1516,192,1243
isogroup263450,103,336,211,667
isogroup263452,69,325,130,309
isogroup263453,428,1684,713,2018
isogroup263457,10,54,7,56
isogroup263458,379,1847,541,2561
isogroup263461,413,2048,941,3114
isogroup263462,629,3615,712,2881
isogroup263464,484,2115,738,3855
isogroup263466,283,1744,383,1482
isogroup263467,301,2284,301,2441
isogroup263469,356,1621,224,1176
isogroup263470,38,142,103,250
isogroup263471,114,822,108,779
isogroup263472,92,1150,102,664
isogroup263473,956,6938,1266,6297
isogroup263475,5402,34755,8060,38064
isogroup263476,626,3763,889,3868
isogroup263479,244,1374,199,974
isogroup263481,0,47,3,18
isogroup263483,60,452,61,408
isogroup263484,166,815,209,821
isogroup263487,142,636,224,919
isogroup263489,118,320,183,338
isogroup263490,65,341,208,373
isogroup263491,145,894,167,890
isogroup263494,124,301,27,157
isogroup263497,506,2212,509,2549
isogroup263498,531,3727,822,3991
isogroup263499,668,2422,616,2417
isogroup263501,561,2509,703,2901
isogroup263503,75,5,112,0
isogroup263504,112,720,102,771
isogroup263506,39,595,58,495
isogroup263507,50,320,51,376
isogroup263508,108,790,63,493
isogroup263510,188,1038,258,1174
isogroup263513,456,2129,719,2167
isogroup263515,125,604,139,579
isogroup263518,38,240,36,241
isogroup263519,709,3670,529,3730
isogroup263520,167,1267,198,1016
isogroup263523,84,512,73,457
isogroup263527,392,2004,496,2189
isogroup263528,366,2348,422,2142
isogroup263529,130,703,184,764
isogroup263531,36,148,76,353
isogroup263533,138,820,194,917
isogroup263535,132,877,147,875
isogroup263537,62,575,141,823
isogroup263539,89,354,138,395
isogroup263540,1174,4563,1553,6575
isogroup263542,97,611,69,444
isogroup263543,546,2154,634,2857
isogroup263544,87,488,113,770
isogroup263545,487,2515,588,2691
isogroup263547,88,557,137,595
isogroup263549,358,2013,589,2387
isogroup263551,49,267,37,211
isogroup263552,331,1162,353,1633
isogroup263556,157,549,160,877
isogroup263557,168,1283,367,1550
isogroup263558,245,1439,259,1668
isogroup263560,31,139,86,269
isogroup263561,6,67,15,76
isogroup263562,52,271,124,485
isogroup263564,436,2427,578,2734
isogroup263565,544,4536,765,4276
isogroup263568,417,12957,527,8132
isogroup263570,61,374,95,377
isogroup263573,1110,7414,1494,7032
isogroup263574,1301,6900,1968,8449
isogroup263575,22,229,86,344
isogroup263576,48,802,54,257
isogroup263577,92,417,58,442
isogroup263583,245,1891,203,1072
isogroup263584,163,652,59,357
isogroup263585,31,181,49,195
isogroup263586,228,1384,338,1294
isogroup263589,251,1032,422,1201
isogroup263590,78,420,151,573
isogroup263591,111,698,79,418
isogroup263592,45,362,66,347
isogroup263593,49,368,96,379
isogroup263596,261,1502,398,1516
isogroup263597,403,3591,548,2659
isogroup263598,761,2694,660,2839
isogroup263599,516,3155,600,3119
isogroup263600,1261,9464,1925,11982
isogroup263601,2531,7018,4186,6466
isogroup263602,281,1398,538,1664
isogroup263603,456,2665,418,2380
isogroup263604,1595,8006,2334,9697
isogroup263605,286,1778,319,1605
isogroup263606,1795,11142,2343,12078
isogroup263607,134,861,227,864
isogroup263608,154,750,151,660
isogroup263612,112,800,128,642
isogroup263613,104,304,83,208
isogroup263615,927,5004,916,3852
isogroup263616,4259,24316,6866,25961
isogroup263619,3280,18936,4386,23479
isogroup263621,1401,7537,2104,8329
isogroup263622,211,848,368,932
